;Участники
33965;4
33966;5
33967;2
33968;4
33969;3
33970;3
33971;3
33972;8
33973;1
33974;6
33975;6
33976;2
33977;3
33978;1
33979;5
33980;7
33981;2
33982;4
33983;6
33984;7
33985;5
33986;2
33987;3
33988;3
33989;5
33990;2
33991;4
33992;4
33993;3
33994;2
33995;5
33996;1
33997;3
33998;0
33999;4
34000;2
34001;3
34002;5
34003;1
34004;2
34005;3
34006;5
34007;6
34008;6
34009;3
34010;4
34011;2
34012;1
34013;5
34014;1
34015;4
34016;5
34017;4
34018;3
34019;4
34020;8
34021;4
34022;5
34023;5
34024;4
34025;3
34026;4
34027;2
34028;5
34029;4
34030;4
34031;1
34032;5
34033;2
34034;2
34035;3
34036;1
34037;2
34038;2
34039;3
34040;0
34041;3
34042;3
34043;3
34044;5
34045;4
34046;5
34047;3
34048;4
34049;0
34050;2
34051;2
34052;4
34053;5
34054;5
34055;2
34056;2
34057;3
34058;4
34059;3
34060;7
34061;4
34062;5
34063;8
34064;3
34065;1
34066;4
34067;1
34068;3
34069;4
34070;2
34071;4
34072;4
34073;2
34074;1
34075;3
34076;4
34077;6
34078;5
34079;3
34080;4
34081;3
34082;5
34083;2
34084;5
34085;4
34086;3
34087;7
34088;4
34089;3
34090;5
34091;2
34092;7
34093;3
34094;2
34095;3
34096;5
34097;3
34098;3
34099;1
34100;2
34101;1
34102;4
34103;3
34104;1
34105;1
34106;2
34107;1
34108;3
34109;4
34110;1
34111;2
34112;2
34113;3
34114;3
34115;3
34116;4
34117;2
34118;1
34119;3
34120;6
34121;5
34122;2
34123;2
34124;1
34125;4
34126;3
34127;1
34128;2
34129;4
34130;0
34131;2
34132;3
34133;5
34134;2
34135;6
34136;5
34137;6
34138;3
34139;5
34140;3
34141;4
34142;5
34143;4
34144;5
34145;4
34146;3
34147;4
34148;2
34149;2
34150;2
34151;4
34152;4
34153;3
34154;5
34155;4
34156;4
34157;5
34158;2
34159;3
34160;1
34161;4
34162;3
34163;4
34164;2
34165;4
34166;1
34167;6
34168;2
34169;5
34170;4
34171;4
34172;5
34173;5
34174;8
34175;4
34176;4
34177;4
34178;4
34179;5
34180;3
34181;8
34182;1
34183;6
34184;2
34185;2
34186;0
34187;4
34188;2
34189;2
34190;3
34191;3
34192;3
34193;1
34194;2
34195;2
34196;2
34197;4
34198;2
34199;2
34200;3
34201;1
34202;3
34203;4
34204;1
34205;5
34206;3
34207;4
34208;5
34209;3
34210;5
34211;4
34212;4
34213;1
34214;2
34215;2
34216;1
34217;5
34218;2
34219;3
34220;3
34221;5
34222;2
34223;4
34224;8
34225;4
34226;3
34227;3
34228;3
34229;3
34230;3
34231;1
34232;2
34233;3
34234;6
34235;3
34236;7
34237;2
34238;4
34239;3
34240;3
34241;2
34242;3
34243;3
34244;3
34245;2
34246;3
34247;3
34248;6
34249;5
34250;4
34251;4
34252;4
34253;3
34254;3
34255;2
34256;5
34257;2
34258;3
34259;3
34260;2
34261;2
34262;8
34263;5
34264;3
34265;1
34266;6
34267;4
34268;0
34269;3
34270;2
34271;5
34272;2
34273;2
34274;4
34275;4
34276;2
34277;3
34278;4
34279;2
34280;4
34281;1
34282;1
34283;4
34284;4
34285;5
34286;2
34287;5
34288;3
34289;3
34290;4
34291;4
34292;4
34293;1
34294;2
34295;4
34296;2
34297;3
34298;4
34299;6
34300;2
34301;5
34302;4
34303;4
34304;5
34305;1
34306;17
34307;2
34308;5
34309;1
34310;4
34311;3
34312;4
34313;4
34314;4
34315;5
34316;4
34317;1
34318;2
34319;3
34320;3
34321;2
34322;3
34323;2
34324;3
34325;3
34326;3
34327;4
34328;4
34329;4
34330;3
34331;5
34332;1
34333;5
34334;4
34335;3
34336;2
34337;4
34338;3
34339;1
34340;4
34341;2
34342;4
34343;0
34344;3
34345;4
34346;1
34347;4
34348;1
34349;4
34350;4
34351;5
34352;5
34353;5
34354;3
34355;3
34356;2
34357;4
34358;3
34359;3
34360;4
34361;4
34362;0
34363;2
34364;5
34365;6
34366;5
34367;4
34368;4
34369;3
34370;3
34371;4
34372;6
34373;4
34374;6
34375;3
34376;3
34377;2
34378;3
34379;4
34380;1
34381;2
34382;7
34383;6
34384;6
34385;1
34386;4
34387;2
34388;3
34389;3
34390;3
34391;5
34392;2
34393;4
34394;5
34395;4
34396;3
34397;4
34398;3
34399;2
34400;3
34401;2
34402;1
34403;4
34404;0
34405;5
34406;1
34407;6
34408;4
34409;0
34410;3
34411;4
34412;2
34413;4
34414;7
34415;2
34416;4
34417;5
34418;5
34419;3
34420;3
34421;2
34422;2
34423;4
34424;4
34425;4
34426;4
34427;5
34428;3
34429;1
34430;5
34431;1
34432;3
34433;3
34434;7
34435;6
34436;3
34437;4
34438;4
34439;7
34440;5
34441;3
34442;9
34443;3
34444;2
34445;2
34446;1
34447;4
34448;3
34449;2
34450;1
34451;2
34452;1
34453;1
34454;4
34455;3
34456;5
34457;3
34458;3
34459;4
34460;4
34461;2
34462;4
34463;2
34464;1
34465;3
34466;7
34467;1
34468;6
34469;6
34470;3
34471;6
34472;3
34473;6
34474;2
34475;3
34476;4
34477;6
34478;1
34479;3
34480;2
34481;4
34482;2
34483;4
34484;2
34485;6
34486;4
34487;5
34488;2
34489;2
34490;3
34491;2
34492;5
34493;3
34494;3
34495;2
34496;2
34497;0
34498;4
34499;4
34500;5
34501;4
34502;4
34503;3
34504;2
34505;3
34506;1
34507;6
34508;3
34509;6
34510;6
34511;2
34512;5
34513;3
34514;4
34515;5
34516;0
34517;3
34518;2
34519;4
34520;2
34521;0
34522;0
34523;6
34524;5
34525;5
34526;3
34527;4
34528;4
34529;1
34530;1
34531;3
34532;2
34533;2
34534;4
34535;3
34536;6
34537;0
34538;1
34539;2
34540;3
34541;5
34542;2
34543;4
34544;5
34545;2
34546;5
34547;3
34548;2
34549;2
34550;5
34551;4
34552;1
34553;3
34554;3
34555;6
34556;3
34557;5
34558;4
34559;3
34560;2
34561;4
34562;3
34563;6
34564;2
34565;4
34566;1
34567;4
34568;4
34569;2
34570;2
34571;4
34572;2
34573;1
34574;2
34575;5
34576;2
34577;0
34578;4
34579;1
34580;6
34581;5
34582;1
34583;3
34584;2
34585;2
34586;6
34587;2
34588;4
34589;1
34590;1
34591;3
34592;4
34593;4
34594;6
34595;3
34596;4
34597;2
34598;5
34599;4
34600;1
34601;4
34602;3
34603;0
34604;4
34605;3
34606;4
34607;3
34608;2
34609;3
34610;4
34611;6
34612;2
34613;2
34614;4
34615;3
34616;6
34617;3
34618;1
34619;3
34620;2
34621;0
34622;5
34623;3
34624;4
34625;6
34626;4
34627;3
34628;1
34629;3
34630;8
34631;4
34632;2
34633;2
34634;2
34635;2
34636;5
34637;3
34638;2
34639;4
34640;3
34641;0
34642;1
34643;4
34644;1
34645;4
34646;2
34647;3
34648;6
34649;2
34650;3
34651;3
34652;5
34653;3
34654;3
34655;0
34656;6
34657;3
34658;4
34659;4
34660;4
34661;3
34662;3
34663;3
34664;4
34665;7
34666;3
34667;4
34668;6
34669;5
34670;3
34671;4
34672;3
34673;7
34674;2
34675;3
34676;3
34677;5
34678;2
34679;3
34680;4
34681;4
34682;1
34683;3
34684;3
34685;7
34686;2
34687;5
34688;5
34689;7
34690;1
34691;0
34692;2
34693;3
34694;3
34695;2
34696;4
34697;7
34698;2
34699;1
34700;4
34701;1
34702;2
34703;2
34704;4
34705;2
34706;5
34707;4
34708;4
34709;3
34710;6
34711;5
34712;2
34713;3
34714;4
34715;2
34716;3
34717;6
34718;2
34719;2
34720;1
34721;5
34722;2
34723;4
34724;1
34725;5
34726;3
34727;6
34728;4
34729;2
34730;1
34731;5
34732;5
34733;0
34734;3
34735;6
34736;3
34737;2
34738;4
34739;3
34740;6
34741;3
34742;1
34743;3
34744;2
34745;0
34746;3
34747;2
34748;2
34749;3
34750;2
34751;4
34752;4
34753;4
34754;4
34755;3
34756;2
34757;2
34758;3
34759;3
34760;2
34761;3
34762;1
34763;7
34764;3
34765;4
34766;1
34767;2
34768;4
34769;1
34770;0
34771;1
34772;1
34773;5
34774;3
34775;2
34776;1
34777;6
34778;2
34779;3
34780;2
34781;6
34782;0
34783;1
34784;3
34785;4
34786;3
34787;2
34788;4
34789;0
34790;3
34791;3
34792;5
34793;3
34794;5
34795;1
34796;4
34797;3
34798;3
34799;1
34800;3
34801;4
34802;3
34803;5
34804;6
34805;0
34806;2
34807;4
34808;5
34809;3
34810;3
34811;3
34812;5
34813;2
34814;6
34815;3
34816;3
34817;3
34818;3
34819;5
34820;3
34821;4
34822;4
34823;1
34824;1
34825;4
34826;5
34827;2
34828;2
34829;4
34830;3
34831;4
34832;5
34833;3
34834;2
34835;5
34836;3
34837;3
34838;1
34839;6
34840;6
34841;5
34842;4
34843;4
34844;1
34845;2
34846;5
34847;3
34848;5
34849;3
34850;11
34851;4
34852;2
34853;2
34854;2
34855;5
34856;2
34857;4
34858;3
34859;0
34860;0
34861;1
34862;3
34863;7
34864;2
34865;3
34866;4
34867;5
34868;2
34869;3
34870;2
34871;2
34872;3
34873;3
34874;6
34875;3
34876;4
34877;5
34878;1
34879;4
34880;3
34881;2
34882;3
34883;2
34884;5
34885;2
34886;3
34887;3
34888;4
34889;4
34890;4
34891;7
34892;1
34893;5
34894;4
34895;4
34896;7
34897;2
34898;2
34899;3
34900;3
34901;4
34902;2
34903;5
34904;3
34905;2
34906;6
34907;5
34908;2
34909;3
34910;5
34911;5
34912;2
34913;2
34914;1
34915;3
34916;2
34917;3
34918;5
34919;5
34920;4
34921;1
34922;3
34923;7
34924;4
34925;2
34926;3
34927;2
34928;3
34929;6
34930;5
34931;4
34932;4
34933;5
34934;3
34935;4
34936;2
34937;4
34938;4
34939;2
34940;3
34941;3
34942;4
34943;2
34944;3
34945;2
34946;4
34947;0
34948;2
34949;5
34950;3
34951;1
34952;4
34953;1
34954;6
34955;3
34956;2
34957;3
34958;2
34959;2
34960;2
34961;3
34962;5
34963;4
34964;2
34965;3
34966;2
34967;2
34968;5
34969;4
34970;2
34971;3
34972;1
34973;3
34974;3
34975;4
34976;7
34977;5
34978;6
34979;0
34980;6
34981;3
34982;6
34983;3
34984;3
34985;4
34986;4
34987;7
34988;2
34989;2
34990;4
34991;2
34992;2
34993;3
34994;4
34995;5
34996;4
34997;2
34998;1
34999;3
35000;1
35001;3
35002;3
35003;1
35004;6
35005;3
35006;1
35007;0
35008;2
35009;1
35010;4
35011;3
35012;5
35013;2
35014;2
35015;8
35016;7
35017;2
35018;2
35019;1
35020;5
35021;3
35022;2
35023;3
35024;3
35025;2
35026;2
35027;0
35028;0
35029;2
35030;2
35031;3
35032;1
35033;3
35034;4
35035;4
35036;6
35037;4
35038;7
35039;0
35040;2
35041;2
35042;0
35043;4
35044;4
35045;3
35046;3
35047;8
35048;6
35049;8
35050;2
35051;6
35052;3
35053;4
35054;4
35055;4
35056;1
35057;4
35058;1
35059;5
35060;3
35061;4
35062;1
35063;5
35064;6
35065;3
35066;3
35067;7
35068;6
35069;5
35070;5
35071;3
35072;3
35073;4
35074;1
35075;3
35076;2
35077;4
35078;2
35079;5
35080;1
35081;2
35082;3
35083;4
35084;2
35085;2
35086;4
35087;4
35088;5
35089;3
35090;1
35091;4
35092;5
35093;3
35094;5
35095;3
35096;5
35097;6
35098;2
35099;1
35100;2
35101;4
35102;3
35103;7
35104;2
35105;5
35106;2
35107;3
35108;4
35109;2
35110;2
35111;5
35112;2
35113;3
35114;4
35115;1
35116;0
35117;3
35118;6
35119;3
35120;3
35121;5
35122;1
35123;3
35124;4
35125;1
35126;1
35127;2
35128;2
35129;4
35130;0
35131;4
35132;2
35133;2
35134;4
35135;4
35136;3
35137;0
35138;5
35139;4
35140;4
35141;3
35142;4
35143;5
35144;3
35145;3
35146;5
35147;4
35148;3
35149;4
35150;2
35151;1
35152;2
35153;2
35154;3
35155;7
35156;4
35157;4
35158;0
35159;5
35160;2
35161;2
35162;2
35163;4
35164;4
35165;3
35166;3
35167;3
35168;2
35169;2
35170;4
35171;2
35172;2
35173;8
35174;5
35175;3
35176;0
35177;3
35178;2
35179;2
35180;5
35181;9
35182;4
35183;2
35184;1
35185;1
35186;3
35187;6
35188;2
35189;2
35190;5
35191;2
35192;2
35193;3
35194;3
35195;6
35196;4
35197;4
35198;5
35199;2
35200;1
35201;6
35202;3
35203;4
35204;5
35205;6
35206;4
35207;3
35208;2
35209;5
35210;2
35211;7
35212;1
35213;1
35214;3
35215;4
35216;3
35217;2
35218;5
35219;3
35220;4
35221;3
35222;5
35223;2
35224;4
35225;5
35226;0
35227;2
35228;2
35229;2
35230;1
35231;3
35232;2
35233;2
35234;6
35235;5
35236;3
35237;2
35238;2
35239;2
35240;0
35241;4
35242;4
35243;2
35244;0
35245;6
35246;2
35247;2
35248;2
35249;4
35250;1
35251;2
35252;3
35253;4
35254;5
35255;3
35256;2
35257;3
35258;3
35259;4
35260;1
35261;1
35262;5
35263;4
35264;5
35265;2
35266;2
35267;5
35268;3
35269;1
35270;4
35271;5
35272;2
35273;0
35274;10
35275;2
35276;4
35277;5
35278;5
35279;6
35280;1
35281;3
35282;2
35283;4
35284;3
35285;3
35286;3
35287;4
35288;7
35289;2
35290;4
35291;4
35292;7
35293;6
35294;2
35295;4
35296;2
35297;4
35298;4
35299;4
35300;2
35301;3
35302;4
35303;2
35304;3
35305;4
35306;7
35307;3
35308;3
35309;4
35310;4
35311;2
35312;3
35313;1
35314;2
35315;4
35316;1
35317;3
35318;3
35319;2
35320;3
35321;3
35322;4
35323;5
35324;5
35325;4
35326;4
35327;5
35328;1
35329;6
35330;5
35331;3
35332;4
35333;2
35334;2
35335;4
35336;2
35337;3
35338;2
35339;2
35340;3
35341;2
35342;5
35343;1
35344;2
35345;4
35346;0
35347;3
35348;1
35349;5
35350;0
35351;6
35352;4
35353;2
35354;6
35355;4
35356;3
35357;2
35358;4
35359;3
35360;2
35361;4
35362;4
35363;4
35364;2
35365;2
35366;4
35367;2
35368;4
35369;5
35370;4
35371;2
35372;3
35373;5
35374;0
35375;5
35376;4
35377;2
35378;3
35379;2
35380;1
35381;2
35382;5
35383;4
35384;2
35385;4
35386;5
35387;6
35388;4
35389;5
35390;5
35391;2
35392;3
35393;1
35394;2
35395;6
35396;2
35397;6
35398;4
35399;5
35400;3
35401;4
35402;9
35403;4
35404;2
35405;1
35406;1
35407;4
35408;3
35409;2
35410;5
35411;5
35412;5
35413;1
35414;4
35415;2
35416;9
35417;3
35418;3
35419;3
35420;3
35421;4
35422;2
35423;5
35424;2
35425;3
35426;1
35427;2
35428;4
35429;3
35430;3
35431;2
35432;3
35433;1
35434;2
35435;0
35436;4
35437;0
35438;4
35439;4
35440;4
35441;2
35442;1
35443;5
35444;7
35445;4
35446;2
35447;5
35448;7
35449;2
35450;4
35451;2
35452;7
35453;2
35454;1
35455;4
35456;3
35457;7
35458;2
35459;4
35460;5
35461;2
35462;3
35463;2
35464;4
35465;2
35466;4
35467;3
35468;1
35469;4
35470;9
35471;3
35472;2
35473;4
35474;3
35475;10
35476;4
35477;5
35478;5
35479;0
35480;1
35481;4
35482;1
35483;1
35484;1
35485;2
35486;3
35487;3
35488;3
35489;3
35490;6
35491;3
35492;4
35493;3
35494;4
35495;1
35496;3
35497;4
35498;3
35499;3
35500;4
35501;0
35502;1
35503;2
35504;3
35505;2
35506;5
35507;3
35508;3
35509;5
35510;6
35511;0
35512;0
35513;2
35514;6
35515;1
35516;3
35517;3
35518;4
35519;6
35520;1
35521;4
35522;2
35523;4
35524;0
35525;4
35526;3
35527;5
35528;2
35529;3
35530;4
35531;3
35532;1
35533;3
35534;2
35535;5
35536;8
35537;5
35538;1
35539;3
35540;4
35541;4
35542;2
35543;3
35544;2
35545;3
35546;4
35547;8
35548;5
35549;4
35550;2
35551;5
35552;1
35553;3
35554;3
35555;4
35556;4
35557;7
35558;4
35559;0
35560;3
35561;5
35562;2
35563;3
35564;3
35565;2
35566;2
35567;6
35568;4
35569;1
35570;2
35571;1
35572;4
35573;5
35574;4
35575;2
35576;3
35577;5
35578;3
35579;2
35580;3
35581;1
35582;4
35583;10
35584;1
35585;2
35586;2
35587;4
35588;6
35589;4
35590;4
35591;2
35592;4
35593;4
35594;4
35595;5
35596;0
35597;2
35598;2
35599;2
35600;0
35601;6
35602;2
35603;6
35604;5
35605;4
35606;1
35607;5
35608;3
35609;3
35610;2
35611;3
35612;2
35613;3
35614;1
35615;3
35616;2
35617;4
35618;2
35619;4
35620;5
35621;4
35622;5
35623;5
35624;2
35625;4
35626;4
35627;7
35628;3
35629;2
35630;7
35631;4
35632;5
35633;2
35634;4
35635;4
35636;4
35637;3
35638;2
35639;3
35640;4
35641;4
35642;4
35643;4
35644;5
35645;4
35646;3
35647;2
35648;4
35649;2
35650;5
35651;5
35652;5
35653;5
35654;3
35655;2
35656;5
35657;2
35658;2
35659;6
35660;4
35661;5
35662;3
35663;3
35664;4
35665;4
35666;2
35667;3
35668;1
35669;4
35670;4
35671;5
35672;1
35673;3
35674;5
35675;5
35676;4
35677;4
35678;4
35679;4
35680;3
35681;2
35682;3
35683;2
35684;2
35685;1
35686;3
35687;4
35688;2
35689;4
35690;4
35691;4
35692;3
35693;2
35694;3
35695;3
35696;6
35697;3
35698;3
35699;1
35700;5
35701;5
35702;5
35703;2
35704;1
35705;2
35706;4
35707;3
35708;3
35709;1
35710;3
35711;5
35712;1
35713;4
35714;3
35715;2
35716;4
35717;4
35718;0
35719;5
35720;2
35721;5
35722;4
35723;6
35724;4
35725;6
35726;2
35727;3
35728;5
35729;6
35730;4
35731;8
35732;3
35733;2
35734;5
35735;2
35736;5
35737;4
35738;0
35739;3
35740;3
35741;1
35742;5
35743;5
35744;2
35745;3
35746;3
35747;2
35748;5
35749;4
35750;2
35751;4
35752;3
35753;3
35754;5
35755;4
35756;2
35757;1
35758;3
35759;4
35760;2
35761;3
35762;4
35763;6
35764;3
35765;3
35766;1
35767;7
35768;1
35769;6
35770;4
35771;2
35772;4
35773;3
35774;5
35775;4
35776;2
35777;4
35778;1
35779;6
35780;2
35781;3
35782;4
35783;4
35784;6
35785;7
35786;4
35787;5
35788;6
35789;2
35790;2
35791;3
35792;4
35793;4
35794;4
35795;1
35796;2
35797;4
35798;2
35799;3
35800;6
35801;0
35802;5
35803;2
35804;5
35805;2
35806;0
35807;0
35808;6
35809;3
35810;5
35811;3
35812;3
35813;1
35814;5
35815;3
35816;4
35817;5
35818;3
35819;4
35820;1
35821;1
35822;1
35823;4
35824;1
35825;1
35826;1
35827;5
35828;4
35829;3
35830;5
35831;3
35832;3
35833;5
35834;2
35835;2
35836;3
35837;4
35838;4
35839;2
35840;1
35841;3
35842;3
35843;1
35844;3
35845;2
35846;5
35847;2
35848;5
35849;3
35850;6
35851;3
35852;3
35853;2
35854;4
35855;2
35856;5
35857;8
35858;4
35859;7
35860;5
35861;2
35862;4
35863;5
35864;4
35865;3
35866;3
35867;1
35868;1
35869;4
35870;4
35871;1
35872;3
35873;2
35874;5
35875;2
35876;2
35877;4
35878;2
35879;2
35880;3
35881;2
35882;6
35883;5
35884;5
35885;1
35886;0
35887;4
35888;5
35889;4
35890;1
35891;2
35892;4
35893;5
35894;5
35895;3
35896;1
35897;4
35898;4
35899;3
35900;1
35901;7
35902;4
35903;4
35904;3
35905;3
35906;1
35907;4
35908;1
35909;1
35910;3
35911;3
35912;3
35913;5
35914;3
35915;2
35916;1
35917;3
35918;2
35919;3
35920;2
35921;3
35922;3
35923;6
35924;3
35925;2
35926;4
35927;4
35928;2
35929;3
35930;4
35931;5
35932;6
35933;6
35934;5
35935;1
35936;1
35937;8
35938;4
35939;4
35940;4
35941;3
35942;4
35943;2
35944;4
35945;2
35946;4
35947;4
35948;4
35949;4
35950;2
35951;0
35952;2
35953;4
35954;1
35955;2
35956;4
35957;6
35958;4
35959;3
35960;2
35961;5
35962;5
35963;6
35964;5
35965;2
35966;3
35967;3
35968;3
35969;2
35970;2
35971;5
35972;4
35973;1
35974;2
35975;3
35976;3
35977;5
35978;5
35979;4
35980;1
35981;2
35982;3
35983;3
35984;1
35985;4
35986;6
35987;5
35988;7
35989;2
35990;1
35991;2
35992;5
35993;1
35994;4
35995;7
35996;3
35997;5
35998;3
35999;2
36000;3
36001;4
36002;1
36003;2
36004;5
36005;1
36006;6
36007;4
36008;3
36009;4
36010;2
36011;1
36012;1
36013;4
36014;2
36015;3
36016;3
36017;6
36018;3
36019;6
36020;2
36021;3
36022;4
36023;3
36024;2
36025;3
36026;3
36027;4
36028;5
36029;4
36030;0
36031;2
36032;3
36033;5
36034;0
36035;5
36036;0
36037;2
36038;4
36039;4
36040;4
36041;2
36042;4
36043;4
36044;0
36045;5
36046;4
36047;1
36048;4
36049;1
36050;5
36051;4
36052;3
36053;6
36054;2
36055;3
36056;2
36057;3
36058;3
36059;2
36060;4
36061;5
36062;3
36063;2
36064;3
36065;1
36066;2
36067;4
36068;3
36069;1
36070;5
36071;1
36072;6
36073;1
36074;2
36075;2
36076;2
36077;3
36078;4
36079;5
36080;4
36081;5
36082;3
36083;0
36084;5
36085;2
36086;5
36087;3
36088;3
36089;4
36090;3
36091;2
36092;2
36093;5
36094;4
36095;2
36096;0
36097;4
36098;4
36099;1
36100;5
36101;2
36102;3
36103;6
36104;4
36105;3
36106;6
36107;2
36108;2
36109;4
36110;2
36111;1
36112;3
36113;2
36114;1
36115;4
36116;4
36117;0
36118;1
36119;7
36120;4
36121;5
36122;3
36123;5
36124;3
36125;5
36126;3
36127;2
36128;4
36129;3
36130;3
36131;5
36132;4
36133;4
36134;1
36135;7
36136;5
36137;4
36138;5
36139;1
36140;3
36141;3
36142;3
36143;3
36144;4
36145;5
36146;1
36147;5
36148;4
36149;2
36150;5
36151;4
36152;3
36153;3
36154;1
36155;3
36156;2
36157;3
36158;1
36159;1
36160;2
36161;1
36162;1
36163;2
36164;6
36165;1
36166;1
36167;1
36168;0
36169;1
36170;5
36171;2
36172;0
36173;3
36174;1
36175;4
36176;3
36177;4
36178;2
36179;2
36180;2
36181;3
36182;2
36183;3
36184;5
36185;5
36186;3
36187;4
36188;4
36189;3
36190;4
36191;1
36192;4
36193;0
36194;2
36195;3
36196;4
36197;4
36198;2
36199;5
36200;3
36201;4
36202;3
36203;3
36204;6
36205;3
36206;0
36207;4
36208;2
36209;4
36210;4
36211;3
36212;1
36213;4
36214;2
36215;4
36216;3
36217;3
36218;5
36219;3
36220;2
36221;3
36222;1
36223;2
36224;1
36225;5
36226;4
36227;3
36228;4
36229;4
36230;3
36231;1
36232;2
36233;2
36234;4
36235;2
36236;3
36237;3
36238;2
36239;4
36240;1
36241;4
36242;5
36243;2
36244;3
36245;1
36246;8
36247;2
36248;1
36249;4
36250;2
36251;4
36252;2
36253;4
36254;4
36255;3
36256;2
36257;3
36258;5
36259;5
36260;6
36261;3
36262;5
36263;4
36264;4
36265;5
36266;2
36267;3
36268;1
36269;2
36270;4
36271;1
36272;4
36273;4
36274;1
36275;2
36276;1
36277;3
36278;3
36279;1
36280;3
36281;2
36282;4
36283;3
36284;1
36285;3
36286;5
36287;4
36288;3
36289;4
36290;1
36291;3
36292;3
36293;3
36294;3
36295;1
36296;3
36297;4
36298;4
36299;2
36300;4
36301;4
36302;2
36303;5
36304;2
36305;3
36306;6
36307;4
36308;4
36309;1
36310;6
36311;2
36312;6
36313;4
36314;2
36315;2
36316;2
36317;1
36318;6
36319;19
36320;4
36321;3
36322;4
36323;5
36324;3
36325;4
36326;3
36327;3
36328;2
36329;3
36330;3
36331;5
36332;4
36333;1
36334;1
36335;7
36336;4
36337;3
36338;3
36339;4
36340;4
36341;3
36342;3
36343;1
36344;7
36345;3
36346;4
36347;0
36348;2
36349;4
36350;2
36351;4
36352;4
36353;2
36354;4
36355;1
36356;5
36357;3
36358;2
36359;1
36360;2
36361;5
36362;4
36363;6
36364;2
36365;6
36366;5
36367;3
36368;5
36369;0
36370;4
36371;5
36372;3
36373;7
36374;3
36375;5
36376;2
36377;7
36378;7
36379;2
36380;4
36381;0
36382;4
36383;1
36384;4
36385;5
36386;5
36387;4
36388;4
36389;2
36390;3
36391;1
36392;3
36393;1
36394;4
36395;4
36396;2
36397;1
36398;3
36399;3
36400;2
36401;4
36402;0
36403;2
36404;4
36405;1
36406;3
36407;4
36408;2
36409;5
36410;3
36411;4
36412;0
36413;1
36414;3
36415;3
36416;2
36417;2
36418;2
36419;7
36420;2
36421;5
36422;4
36423;3
36424;5
36425;1
36426;5
36427;5
36428;4
36429;1
36430;3
36431;3
36432;2
36433;5
36434;4
36435;3
36436;3
36437;4
36438;6
36439;0
36440;1
36441;5
36442;1
36443;3
36444;4
36445;7
36446;4
36447;4
36448;1
36449;2
36450;7
36451;1
36452;5
36453;3
36454;3
36455;3
36456;4
36457;2
36458;3
36459;4
36460;6
36461;3
36462;2
36463;4
36464;3
36465;4
36466;2
36467;1
36468;2
36469;5
36470;6
36471;0
36472;1
36473;0
36474;6
36475;1
36476;3
36477;3
36478;6
36479;4
36480;6
36481;1
36482;2
36483;6
36484;3
36485;4
36486;3
36487;6
36488;4
36489;3
36490;4
36491;6
36492;1
36493;5
36494;5
36495;2
36496;5
36497;2
36498;4
36499;4
36500;2
36501;2
36502;4
36503;3
36504;4
36505;3
36506;4
36507;5
36508;3
36509;3
36510;1
36511;1
36512;5
36513;2
36514;5
36515;1
36516;4
36517;3
36518;4
36519;3
36520;4
36521;2
36522;4
36523;5
36524;3
36525;3
36526;5
36527;3
36528;6
36529;2
36530;2
36531;2
36532;3
36533;2
36534;2
36535;4
36536;7
36537;5
36538;4
36539;4
36540;3
36541;0
36542;5
36543;7
36544;4
36545;5
36546;3
36547;2
36548;3
36549;5
36550;0
36551;4
36552;5
36553;1
36554;3
36555;5
36556;2
36557;2
36558;3
36559;5
36560;3
36561;2
36562;3
36563;5
36564;4
36565;4
36566;1
36567;1
36568;5
36569;2
36570;5
36571;2
36572;4
36573;4
36574;4
36575;1
36576;2
36577;6
36578;3
36579;3
36580;1
36581;1
36582;5
36583;1
36584;3
36585;1
36586;7
36587;2
36588;4
36589;1
36590;4
36591;1
36592;3
36593;2
36594;7
36595;3
36596;5
36597;0
36598;4
36599;2
36600;5
36601;1
36602;2
36603;3
36604;7
36605;4
36606;3
36607;3
36608;1
36609;4
36610;5
36611;1
36612;2
36613;4
36614;4
36615;5
36616;3
36617;3
36618;3
36619;1
36620;6
36621;4
36622;2
36623;3
36624;5
36625;0
36626;4
36627;1
36628;1
36629;1
36630;3
36631;2
36632;9
36633;4
36634;3
36635;4
36636;5
36637;7
36638;4
36639;3
36640;3
36641;3
36642;4
36643;3
36644;3
36645;4
36646;4
36647;2
36648;1
36649;2
36650;3
36651;2
36652;2
36653;3
36654;2
36655;2
36656;1
36657;5
36658;5
36659;0
36660;4
36661;3
36662;5
36663;7
36664;5
36665;4
36666;5
36667;2
36668;4
36669;3
36670;4
36671;4
36672;4
36673;4
36674;1
36675;1
36676;1
36677;4
36678;4
36679;2
36680;4
36681;5
36682;4
36683;2
36684;4
36685;4
36686;4
36687;5
36688;2
36689;0
36690;6
36691;3
36692;1
36693;1
36694;4
36695;3
36696;4
36697;6
36698;3
36699;2
36700;3
36701;2
36702;2
36703;3
36704;2
36705;4
36706;4
36707;3
36708;4
36709;3
36710;3
36711;4
36712;2
36713;4
36714;5
36715;4
36716;6
36717;3
36718;5
36719;3
36720;2
36721;4
36722;4
36723;2
36724;2
36725;2
36726;2
36727;1
36728;2
36729;2
36730;3
36731;2
36732;5
36733;3
36734;2
36735;1
36736;8
36737;2
36738;4
36739;2
36740;6
36741;2
36742;3
36743;3
36744;4
36745;4
36746;5
36747;1
36748;3
36749;3
36750;4
36751;4
36752;2
36753;2
36754;0
36755;5
36756;2
36757;3
36758;2
36759;1
36760;4
36761;2
36762;3
36763;2
